id_unidad;blanco_y_nulo;FA;Otros;PLN;PLP;PNR;PSD;PUSC;votos;habilitados
00-2-10-01-3066;5;27;32;94;43;50;115;27;393;569
00-2-10-01-3067;0;18;26;91;58;69;122;24;408;571
00-2-10-01-3068;4;28;31;89;70;32;108;29;391;518
00-2-10-01-3069;2;30;23;101;48;52;94;27;377;518
00-2-10-01-3070;2;28;29;114;59;44;81;20;377;518
00-2-10-01-3071;5;29;28;90;58;42;97;27;376;518
00-2-10-01-3072;3;29;30;98;55;37;105;19;376;518
00-2-10-01-3073;4;32;33;94;56;42;114;21;396;521
00-2-10-01-3074;3;12;20;55;10;34;68;29;231;377
00-2-10-02-3075;7;17;27;90;39;49;124;38;391;602
00-2-10-02-3076;4;17;21;112;33;68;98;26;379;602
00-2-10-02-3077;1;20;32;86;36;66;103;32;376;602
00-2-10-02-3078;13;13;25;100;23;51;111;32;368;602
00-2-10-02-3079;3;16;22;101;53;46;110;36;387;602
00-2-10-02-3080;6;18;26;92;41;65;106;42;396;605
00-2-10-02-3081;2;6;7;80;8;26;53;11;193;277
00-2-10-02-3082;3;20;23;98;24;68;80;18;334;512
00-2-10-02-3083;3;10;14;104;21;55;76;20;303;513
00-2-10-02-3084;4;24;22;86;35;47;142;31;391;575
00-2-10-02-3085;6;29;23;96;42;42;120;27;385;575
00-2-10-02-3086;7;19;27;110;38;43;106;18;368;575
00-2-10-02-3087;2;15;28;102;32;43;119;34;375;578
00-2-10-02-3088;5;5;14;84;15;62;68;13;266;423
00-2-10-02-3089;4;7;14;67;7;76;57;12;244;423
00-2-10-02-3090;7;4;16;65;9;76;48;16;241;423
00-2-10-02-3091;6;18;18;59;12;57;80;13;263;414
00-2-10-02-3092;1;17;21;60;15;47;80;17;258;414
00-2-10-02-3093;4;16;25;89;18;48;62;14;276;416
00-2-10-02-3094;0;9;15;22;3;24;19;25;117;162
00-2-10-02-3095;0;8;10;31;5;41;26;8;129;171
00-2-10-02-3096;6;11;16;62;10;48;110;17;280;470
00-2-10-02-3097;5;11;43;50;16;46;117;28;316;464
00-2-10-02-3098;6;13;18;67;15;31;90;18;258;393
00-2-10-02-3099;4;5;12;54;7;32;94;31;239;393
00-2-10-03-3100;6;8;4;96;20;25;25;28;212;321
00-2-10-04-3101;7;33;22;93;32;57;134;10;388;609
00-2-10-04-3102;6;27;17;117;26;65;106;16;380;609
00-2-10-04-3103;8;18;24;105;25;64;98;28;370;609
00-2-10-04-3104;1;21;28;104;27;61;134;26;402;609
00-2-10-04-3105;8;24;25;87;21;100;111;17;393;609
00-2-10-04-3106;4;25;24;103;20;85;116;23;400;609
00-2-10-04-3107;4;19;19;95;26;65;112;23;363;609
00-2-10-04-3108;1;17;22;91;23;88;87;12;341;609
00-2-10-04-3109;2;33;23;109;19;63;125;18;392;609
00-2-10-04-3110;2;25;24;94;27;80;101;22;375;609
00-2-10-04-3111;6;16;22;98;22;78;112;26;380;609
00-2-10-04-3112;4;19;24;84;21;74;111;25;362;609
00-2-10-04-3113;2;20;28;61;23;102;118;17;371;609
00-2-10-04-3114;5;26;25;113;18;72;136;28;423;616
00-2-10-04-3115;6;10;15;70;15;44;82;21;263;467
00-2-10-04-3116;2;18;15;85;9;51;86;14;280;467
00-2-10-04-3117;14;22;16;62;15;39;108;17;293;467
00-2-10-04-3118;3;9;22;94;27;52;106;13;326;469
00-2-10-04-3119;8;3;12;67;15;65;41;16;227;341
00-2-10-04-3120;11;4;10;47;4;73;39;14;202;341
00-2-10-04-3121;3;14;13;86;3;58;59;6;242;376
00-2-10-04-3122;0;11;14;68;7;64;64;19;247;377
00-2-10-04-3123;8;3;19;100;1;51;88;20;290;441
00-2-10-04-3124;6;6;17;39;3;56;44;28;199;334
00-2-10-04-3125;4;4;19;34;6;62;39;19;187;335
00-2-10-04-3126;3;15;15;81;20;56;77;24;291;463
00-2-10-04-3127;4;21;21;70;27;68;73;22;306;463
00-2-10-04-3128;4;16;19;72;20;95;73;20;319;463
00-2-10-04-3129;4;4;16;66;15;105;48;8;266;430
00-2-10-04-3130;6;5;14;68;7;90;41;14;245;431
00-2-10-05-3131;3;10;11;112;9;32;66;29;272;452
00-2-10-05-3132;5;9;17;99;19;44;99;16;308;452
00-2-10-05-3133;9;20;22;123;18;55;91;30;368;567
00-2-10-05-3134;5;17;26;103;29;59;118;35;392;567
00-2-10-05-3135;7;21;14;109;41;55;94;25;366;567
00-2-10-05-3136;11;24;28;107;20;64;95;30;379;567
00-2-10-05-3137;8;18;14;104;29;74;113;27;387;567
00-2-10-05-3138;4;23;24;138;16;43;93;34;375;567
00-2-10-05-3139;5;15;22;118;26;60;106;30;382;571
00-2-10-05-3140;2;9;16;80;8;40;84;27;266;427
00-2-10-05-3141;4;4;26;101;17;29;88;24;293;428
00-2-10-05-3142;14;13;35;98;14;74;87;30;365;530
00-2-10-05-3143;3;9;30;94;15;73;112;48;384;530
00-2-10-06-3144;0;19;22;78;15;57;151;46;388;600
00-2-10-06-3145;4;10;20;96;16;49;130;41;366;600
00-2-10-06-3146;6;19;21;104;13;67;84;37;351;600
00-2-10-06-3147;5;23;20;79;13;62;103;37;342;600
00-2-10-06-3148;10;7;22;84;10;49;116;38;336;600
00-2-10-06-3149;3;15;17;73;12;69;106;29;324;600
00-2-10-06-3150;5;16;24;96;10;63;105;23;342;600
00-2-10-06-3151;1;16;22;120;13;49;146;49;416;600
00-2-10-06-3152;6;12;21;102;13;63;94;29;340;600
00-2-10-06-3153;5;15;25;101;15;54;151;38;404;599
00-2-10-06-3154;3;15;12;80;10;29;85;26;260;442
00-2-10-06-3155;9;3;22;61;3;45;71;20;234;442
00-2-10-06-3156;9;12;17;80;5;40;87;15;265;443
00-2-10-06-3157;2;2;14;58;2;18;48;13;157;324
00-2-10-06-3158;4;0;5;80;4;25;48;14;180;325
00-2-10-06-3159;3;1;15;45;1;55;68;15;203;296
00-2-10-06-3160;3;4;9;59;2;30;16;24;147;311
00-2-10-06-3162;7;5;29;111;15;68;134;41;410;579
00-2-10-06-3163;3;1;39;43;5;13;53;5;162;232
00-2-10-06-3164;8;4;19;72;2;44;40;18;207;345
00-2-10-07-3165;5;13;20;84;28;70;117;14;351;610
00-2-10-07-3166;0;16;14;99;35;76;126;11;377;610
00-2-10-07-3167;1;22;20;68;32;54;137;16;350;610
00-2-10-07-3168;1;28;12;67;41;61;127;7;344;610
00-2-10-07-3169;4;23;14;59;30;55;129;20;334;610
00-2-10-07-3170;3;17;22;78;27;82;138;16;383;610
00-2-10-07-3171;2;16;23;74;26;84;137;8;370;610
00-2-10-07-3172;3;33;16;61;38;53;148;17;369;610
00-2-10-07-3173;4;27;21;75;31;77;139;15;389;612
00-2-10-07-3174;2;12;20;82;9;43;112;12;292;454
00-2-10-07-3175;3;15;11;53;19;51;109;15;276;454
00-2-10-07-3176;7;11;13;63;17;43;115;9;278;454
00-2-10-07-3177;1;7;7;27;2;11;25;4;84;124
00-2-10-07-3178;1;8;3;22;5;19;29;8;95;140
00-2-10-07-3179;4;9;22;104;12;56;108;13;328;566
00-2-10-07-3180;9;9;17;71;15;58;115;28;322;566
00-2-10-07-3181;5;11;23;47;17;68;113;22;306;566
00-2-10-07-3182;2;9;24;73;15;62;106;28;319;566
00-2-10-07-3183;5;11;21;101;17;53;99;18;325;568
00-2-10-07-3184;9;18;46;95;19;65;108;11;371;606
00-2-10-07-3185;6;15;41;96;19;78;112;15;382;607
00-2-10-08-3186;5;12;38;85;15;54;109;24;342;553
00-2-10-08-3187;8;12;25;98;25;57;112;18;355;553
00-2-10-08-3188;5;21;19;88;18;71;119;21;362;555
00-2-10-08-3189;1;12;24;85;17;67;112;21;339;484
00-2-10-08-3190;3;12;23;68;15;62;120;18;321;485
00-2-10-08-3191;1;7;28;73;14;82;102;23;330;476
00-2-10-08-3192;11;14;34;63;10;55;85;22;294;476
00-2-10-08-3193;9;14;30;65;16;72;86;17;309;476
00-2-10-08-3194;8;18;29;69;19;69;100;14;326;476
00-2-10-08-3195;5;4;4;30;2;33;27;8;113;150
00-2-10-09-3196;6;26;24;106;33;57;92;21;365;507
00-2-10-09-3197;3;23;20;96;36;46;103;16;343;507
00-2-10-09-3198;2;6;36;89;22;87;92;16;350;488
00-2-10-09-3199;4;16;23;122;18;58;89;17;347;488
00-2-10-09-3200;5;5;30;103;20;62;65;37;327;488
00-2-10-09-3201;3;12;14;105;21;49;75;16;295;413
00-2-10-09-3202;5;18;17;85;24;33;91;27;300;414
00-2-10-09-3203;2;2;7;81;1;22;2;7;124;436
00-2-10-09-3204;1;13;23;72;16;72;68;26;291;427
00-2-10-09-3205;6;17;14;72;9;74;57;42;291;428
00-2-10-09-3206;0;1;29;40;7;39;23;6;145;197
00-2-10-10-3207;3;4;13;73;7;60;24;30;214;359
00-2-10-10-3208;4;7;12;75;7;75;24;30;234;359
00-2-10-10-3209;1;6;17;73;16;44;70;27;254;398
00-2-10-11-3210;7;26;27;91;17;79;87;30;364;602
00-2-10-11-3211;9;15;20;83;23;86;76;27;339;602
00-2-10-11-3212;9;18;28;79;7;66;72;29;308;602
00-2-10-11-3213;10;7;50;81;15;94;68;30;355;605
00-2-10-11-3214;3;1;4;32;1;22;10;5;78;169
00-2-10-11-3215;0;10;18;53;13;19;64;9;186;263
00-2-10-11-3216;6;4;10;169;1;31;55;15;291;428
00-2-10-11-3217;7;4;7;42;3;53;28;9;153;261
00-2-10-11-3218;2;3;10;48;6;29;23;23;144;226
00-2-10-11-3219;2;9;12;64;7;14;68;13;189;332
00-2-10-11-3220;3;4;12;69;3;20;53;18;182;332
00-2-10-11-3221;0;6;4;30;4;28;21;11;104;214
00-2-10-11-3222;5;9;44;65;3;64;55;28;273;463
00-2-10-11-3223;1;7;9;16;3;31;33;17;117;193
00-2-10-11-3224;0;4;8;17;0;47;17;4;97;155
00-2-10-12-3225;5;10;31;110;18;55;99;20;348;570
00-2-10-12-3226;4;10;33;99;29;59;123;30;387;570
00-2-10-12-3227;3;17;33;122;44;31;100;29;379;572
00-2-10-12-3228;1;0;3;38;3;3;11;3;62;91
00-2-10-12-3229;2;0;9;72;5;36;15;12;151;289
00-2-10-12-3230;1;3;5;29;4;9;45;10;106;153
00-2-10-12-3231;0;2;5;30;12;9;22;2;82;105
00-2-10-13-3232;4;18;24;86;11;64;68;43;318;557
00-2-10-13-3233;5;4;20;89;5;74;51;14;262;462
00-2-10-13-3234;10;7;12;77;2;14;11;9;142;344
00-2-10-13-3235;4;4;31;72;5;75;87;12;290;558
00-2-10-13-3236;4;27;28;69;11;71;75;15;300;558
00-2-10-13-3237;4;23;24;56;12;79;71;10;279;558
00-2-10-13-3238;6;15;27;79;8;78;69;18;300;558
00-2-10-13-3239;4;16;23;53;10;89;82;15;292;558
00-2-10-13-3240;5;10;32;68;7;89;47;24;282;558
00-2-10-13-3241;8;17;18;101;8;82;82;16;332;558
00-2-10-13-3242;1;18;33;82;11;60;89;24;318;558
00-2-10-13-3243;2;16;46;101;6;68;75;19;333;561
00-2-10-13-3244;2;3;3;21;0;23;7;5;64;101
00-2-10-13-3245;5;7;21;40;11;43;33;17;177;298
00-2-10-13-3246;7;16;32;68;4;68;44;35;274;476
00-2-10-13-3247;4;3;9;44;0;41;25;13;139;209
00-2-10-13-3248;1;0;10;48;2;25;12;6;104;237
00-2-10-13-3249;0;2;20;39;1;28;16;8;114;203
00-2-10-13-3250;2;9;17;50;5;19;42;13;157;249
00-2-10-13-3251;2;1;15;18;3;34;24;32;129;318
00-2-10-13-3252;0;7;18;30;4;36;75;18;188;324
00-2-10-13-3253;2;1;3;15;0;16;11;6;54;102
00-2-10-13-3254;5;10;28;42;2;77;50;20;234;388
00-2-11-01-3255;5;37;11;127;52;24;98;57;411;539
00-2-11-01-3256;1;29;14;139;44;29;96;59;411;539
00-2-11-01-3257;4;41;16;161;41;18;81;31;393;539
00-2-11-01-3258;1;40;19;144;49;31;82;38;404;539
00-2-11-01-3259;4;46;17;138;36;21;107;54;423;539
00-2-11-01-3260;1;43;15;133;53;14;82;62;403;539
00-2-11-01-3261;4;37;19;120;41;28;114;40;403;543
00-2-11-01-3262;0;1;4;10;0;0;0;3;18;30
00-2-11-02-3263;1;14;12;116;28;22;60;54;307;410
00-2-11-02-3264;5;8;14;93;36;30;67;47;300;410
00-2-11-02-3265;4;15;11;153;22;20;53;40;318;411
00-2-11-03-3266;7;25;11;165;22;28;53;59;370;495
00-2-11-03-3267;3;22;12;185;19;18;84;62;405;495
00-2-11-04-3268;1;7;2;42;10;8;10;20;100;151
00-2-11-04-3269;3;12;10;77;27;22;74;38;263;341
00-2-11-04-3270;3;2;2;33;2;6;5;4;57;70
00-2-11-05-3271;6;38;10;193;40;34;54;38;413;559
00-2-11-05-3272;5;18;22;146;31;22;61;48;353;476
00-2-11-06-3273;2;24;10;114;29;11;17;24;231;289
00-2-11-06-3274;3;3;16;57;9;3;19;14;124;158
00-2-11-07-3275;5;16;23;229;26;12;60;25;396;492
00-2-11-07-3276;6;17;35;191;28;7;84;47;415;493
00-2-11-07-3277;3;11;10;174;22;18;48;13;299;365
00-2-12-01-3278;5;40;18;68;23;39;62;111;366;559
00-2-12-01-3279;2;27;13;78;31;49;44;107;351;559
00-2-12-01-3280;2;28;12;70;26;51;67;99;355;559
00-2-12-01-3281;3;34;16;78;20;41;71;84;347;559
00-2-12-01-3282;12;41;14;63;24;59;44;90;347;559
00-2-12-01-3283;1;24;15;70;31;60;46;84;331;559
00-2-12-01-3284;5;22;20;90;33;50;49;81;350;559
00-2-12-01-3285;4;37;19;73;29;26;65;122;375;559
00-2-12-01-3286;0;19;9;66;26;40;61;107;328;559
00-2-12-01-3287;7;21;16;82;23;42;55;92;338;567
00-2-12-01-3288;2;4;7;13;2;26;8;36;98;176
00-2-12-01-3289;4;10;13;74;3;7;45;93;249;418
00-2-12-01-3290;2;14;14;46;6;18;44;94;238;418
00-2-12-02-3291;4;18;20;80;16;57;59;98;352;580
00-2-12-02-3292;4;28;19;82;34;44;57;92;360;580
00-2-12-02-3293;2;28;18;59;30;40;62;111;350;580
00-2-12-02-3294;5;30;18;59;24;48;50;87;321;580
00-2-12-02-3295;1;22;17;70;24;49;72;76;331;580
00-2-12-02-3296;5;23;16;98;34;38;73;67;354;580
00-2-12-02-3297;8;22;14;74;27;39;63;96;343;580
00-2-12-02-3298;8;27;23;81;26;58;51;76;350;580
00-2-12-03-3299;2;4;5;19;2;22;29;37;120;176
00-2-12-04-3300;3;16;17;112;26;41;55;103;373;532
00-2-12-04-3301;3;13;23;80;12;41;51;122;345;532
00-2-12-04-3302;3;26;17;81;25;37;41;127;357;533
00-2-12-04-3303;0;15;12;84;23;37;32;68;271;398
00-2-12-04-3304;1;17;16;70;16;34;56;58;268;398
00-2-12-05-3305;4;22;18;84;24;59;67;88;366;578
00-2-12-05-3306;2;41;18;93;43;38;89;92;416;578
00-2-12-05-3307;0;17;19;68;24;24;66;69;287;439
00-2-13-01-3308;5;16;19;72;9;82;55;35;293;569
00-2-13-01-3309;8;12;15;86;10;65;57;32;285;569
00-2-13-01-3310;5;15;13;51;21;78;56;57;296;569
00-2-13-01-3311;4;10;10;59;14;81;42;39;259;569
00-2-13-01-3312;7;11;17;59;12;72;54;42;274;569
00-2-13-01-3313;4;19;17;75;18;60;48;42;283;569
00-2-13-01-3314;11;12;19;54;15;73;60;53;297;569
00-2-13-01-3315;3;13;24;71;19;51;57;50;288;569
00-2-13-01-3316;0;14;27;75;16;70;65;33;300;569
00-2-13-01-3317;3;26;15;59;20;74;68;43;308;570
00-2-13-01-3318;6;11;16;89;8;50;42;38;260;485
00-2-13-01-3319;1;6;23;77;2;86;34;36;265;485
00-2-13-01-3320;6;5;13;72;6;76;47;23;248;485
00-2-13-01-3321;9;3;19;80;7;80;28;19;245;488
00-2-13-01-3322;8;5;30;79;5;54;34;31;246;393
00-2-13-01-3323;0;5;15;72;0;50;39;6;187;298
00-2-13-01-3324;12;5;15;65;12;80;25;22;236;460
00-2-13-01-3325;7;7;15;54;2;39;19;8;151;314
00-2-13-02-3326;11;4;22;59;10;74;44;15;239;460
00-2-13-02-3327;8;4;18;72;13;46;63;13;237;460
00-2-13-02-3328;2;2;8;21;15;23;11;20;102;182
00-2-13-02-3329;4;16;14;67;0;51;24;44;220;455
00-2-13-02-3330;2;3;9;27;11;23;27;16;118;209
00-2-13-02-3331;3;15;27;35;8;44;47;19;198;408
00-2-13-02-3332;4;3;20;51;11;35;53;23;200;409
00-2-13-02-3333;3;1;3;32;4;48;2;3;96;168
00-2-13-02-3334;10;3;29;49;4;69;38;25;227;420
00-2-13-02-3335;5;7;23;50;3;39;22;14;163;326
00-2-13-02-3336;6;2;15;47;3;38;26;21;158;317
00-2-13-03-3337;8;9;10;27;6;75;31;35;201;606
00-2-13-03-3338;7;7;16;40;6;70;32;45;223;606
00-2-13-03-3339;6;11;18;54;3;65;27;52;236;606
00-2-13-03-3340;14;8;12;38;2;69;14;48;205;606
00-2-13-03-3341;13;7;10;36;5;64;16;42;193;607
00-2-13-03-3342;6;5;7;35;10;35;16;44;158;434
00-2-13-03-3343;2;12;9;25;13;27;15;34;137;435
00-2-13-03-3344;2;0;8;10;0;39;5;10;74;143
00-2-13-03-3345;5;3;6;14;0;48;17;43;136;280
00-2-13-03-3346;7;5;16;30;4;64;17;16;159;356
00-2-13-03-3347;6;8;14;31;3;68;21;30;181;476
00-2-13-04-3348;3;7;15;74;10;98;71;23;301;498
00-2-13-04-3349;3;8;22;57;10;103;63;29;295;498
00-2-13-04-3350;3;12;18;55;7;100;73;24;292;498
00-2-13-04-3351;4;7;17;61;13;86;87;26;301;498
00-2-13-04-3352;5;11;24;59;11;104;80;36;330;499
00-2-13-04-3353;3;2;10;25;1;46;18;11;116;219
00-2-13-04-3354;3;4;13;32;2;34;21;9;118;195
00-2-13-04-3355;8;10;7;28;4;34;16;12;119;195
00-2-13-04-3356;9;5;17;81;10;72;38;24;256;444
00-2-13-05-3357;5;6;16;52;3;42;11;34;169;412
00-2-13-05-3358;6;4;25;53;0;38;7;25;158;413
00-2-13-05-3359;10;19;25;50;10;75;23;41;253;557
00-2-13-05-3360;6;4;6;16;1;34;12;24;103;337
00-2-13-05-3361;4;8;2;25;2;45;12;26;124;338
00-2-13-05-3362;9;6;20;82;13;85;27;56;298;585
00-2-13-06-3363;2;5;16;38;3;51;16;25;156;392
00-2-13-06-3364;5;7;11;47;2;49;12;19;152;393
00-2-13-06-3365;5;14;11;61;3;57;17;49;217;503
00-2-13-06-3366;4;6;11;25;9;21;8;38;122;268
00-2-13-06-3367;5;3;6;37;3;54;20;17;145;462
00-2-13-07-3368;3;7;11;40;0;59;16;67;203;427
00-2-13-07-3369;8;12;15;41;5;55;29;42;207;427
00-2-13-07-3370;4;4;33;57;4;47;10;30;189;408
00-2-13-07-3371;1;7;35;40;1;41;13;52;190;408
00-2-13-07-3372;6;7;20;42;2;41;19;24;161;329
00-2-13-07-3373;5;6;17;128;4;74;35;23;292;523
00-2-13-08-3374;11;8;16;73;15;70;52;48;293;559
00-2-13-08-3375;7;5;21;66;5;97;49;23;273;559
00-2-13-08-3376;6;6;19;63;7;77;48;45;271;559
00-2-13-08-3377;15;6;17;73;14;64;68;26;283;562
00-2-13-08-3378;1;1;3;4;0;12;0;0;21;48
00-2-13-08-3379;4;20;19;32;10;44;24;40;193;425
00-2-13-08-3380;5;4;11;37;8;52;33;17;167;271
00-2-14-01-3381;6;16;24;95;9;55;58;29;292;630
00-2-14-01-3382;5;18;23;92;11;69;52;23;293;630
00-2-14-01-3383;9;13;17;109;5;51;44;19;267;630
00-2-14-01-3384;3;22;16;91;10;34;51;31;258;630
00-2-14-01-3385;4;19;15;110;6;41;47;25;267;630
00-2-14-01-3386;3;8;18;93;9;69;66;24;290;633
00-2-14-01-3387;0;4;3;14;2;14;10;5;52;92
00-2-14-01-3388;7;4;23;35;1;31;57;13;171;462
00-2-14-01-3389;5;0;2;15;0;11;73;4;110;284
00-2-14-01-3390;2;1;2;8;0;9;3;7;32;171
00-2-14-01-3391;6;1;5;21;0;54;40;12;139;381
00-2-14-01-3392;4;3;9;30;0;32;54;16;148;381
00-2-14-01-3393;10;12;6;52;4;44;45;15;188;478
00-2-14-01-3394;3;9;11;34;5;70;40;29;201;478
00-2-14-01-3395;9;12;14;47;5;55;53;23;218;479
00-2-14-01-3396;4;2;12;28;2;69;33;16;166;407
00-2-14-01-3397;4;6;21;38;7;47;31;20;174;344
00-2-14-02-3398;3;3;10;55;2;54;43;13;183;361
00-2-14-02-3399;2;2;11;43;3;46;34;19;160;362
00-2-14-02-3400;10;11;10;74;5;47;24;53;234;422
00-2-14-03-3401;8;13;9;58;2;55;31;21;197;376
00-2-14-03-3402;2;13;8;54;6;51;39;10;183;376
00-2-14-03-3403;0;5;6;12;0;6;104;8;141;203
00-2-14-03-3404;3;4;8;22;1;32;19;10;99;209
00-2-14-03-3405;7;22;15;47;12;51;89;24;267;477
00-2-14-03-3406;7;14;16;54;6;65;75;7;244;477
00-2-14-03-3407;1;22;8;64;5;65;58;21;244;477
00-2-14-03-3408;10;9;14;59;6;53;74;9;234;479
00-2-14-03-3409;3;5;5;9;1;18;8;7;56;120
00-2-14-03-3410;4;6;10;21;0;35;22;4;102;226
00-2-14-04-3411;5;6;11;67;6;30;36;26;187;319
00-2-14-04-3412;3;12;16;38;5;47;48;20;189;325
00-2-14-04-3413;4;11;8;29;12;44;53;26;187;325
00-2-14-04-3414;7;11;17;64;1;48;24;19;191;430
00-2-14-04-3415;0;4;6;18;2;23;21;16;90;165
00-2-15-01-3416;6;9;22;107;16;78;59;34;331;600
00-2-15-01-3417;9;4;25;106;5;67;59;43;318;600
00-2-15-01-3418;3;15;23;89;8;77;48;34;297;600
00-2-15-01-3419;12;12;27;95;10;55;81;30;322;600
00-2-15-01-3420;10;2;21;123;4;56;58;49;323;594
00-2-15-01-3421;9;12;20;81;14;69;57;36;298;593
00-2-15-01-3422;1;4;8;15;2;13;2;25;70;153
00-2-15-01-3423;5;16;30;71;1;94;41;41;299;461
00-2-15-01-3424;6;9;23;53;12;39;32;47;221;352
00-2-15-01-3425;7;3;9;68;3;49;27;32;198;404
00-2-15-01-3427;3;0;9;74;7;78;22;19;212;412
00-2-15-01-3428;2;1;3;17;2;8;3;4;40;50
00-2-15-01-3429;5;5;18;116;3;48;30;24;249;413
00-2-15-02-3430;10;4;22;115;3;60;13;87;314;555
00-2-15-02-3431;7;9;20;66;8;51;25;18;204;371
00-2-15-02-3432;2;2;4;42;0;27;6;9;92;164
00-2-15-03-3433;8;6;25;122;1;49;60;50;321;540
00-2-15-04-3434;11;2;30;93;7;93;50;28;314;585
00-2-15-04-3435;4;8;19;67;14;118;37;28;295;585
00-2-15-04-3436;7;11;32;92;3;105;48;16;314;585
00-2-15-04-3437;7;9;34;96;6;88;43;40;323;586
00-2-15-04-3438;2;0;13;52;3;71;36;20;197;371
00-2-15-04-3439;4;2;22;56;4;75;25;26;214;371
00-2-15-04-3440;10;5;35;112;1;94;21;25;303;524
00-2-15-04-3441;15;3;23;135;6;57;44;22;305;525
00-2-16-01-3442;1;4;7;72;6;15;42;25;172;243
00-2-16-01-3443;3;21;20;158;13;66;75;27;383;537
00-2-16-01-3444;4;6;25;130;18;64;61;40;348;537
00-2-16-01-3445;8;20;12;105;12;62;69;29;317;537
00-2-16-01-3446;10;12;19;116;14;68;78;50;367;537
00-2-16-01-3447;0;1;4;14;1;1;10;8;39;47
00-2-16-02-3448;7;3;11;100;7;51;135;16;330;533
00-2-16-02-3449;2;3;7;51;7;19;14;18;121;211
00-2-16-02-3450;7;13;10;119;6;42;67;18;282;514
00-2-16-02-3451;7;11;13;111;3;44;62;12;263;514
00-2-16-02-3452;4;15;14;109;8;16;56;33;255;514
00-2-16-02-3453;6;5;17;92;8;37;59;13;237;396
00-2-16-03-3454;2;2;23;98;0;31;30;16;202;385
00-2-16-03-3455;9;7;14;142;3;53;22;18;268;453
00-2-16-03-3456;7;3;13;102;4;55;40;21;245;454
00-2-16-03-3457;0;1;6;34;0;11;4;5;61;115
00-2-16-03-3458;1;1;24;56;2;15;25;26;150;253
00-3-01-01-3459;2;36;21;149;84;18;50;67;427;601
00-3-01-01-3460;1;47;22;144;81;13;61;47;416;601
00-3-01-01-3462;2;43;24;139;80;24;67;55;434;601
00-3-01-01-3463;2;53;28;148;83;16;69;60;459;601
00-3-01-01-3464;2;61;36;138;71;17;76;39;440;601
00-3-01-01-3465;2;51;25;126;88;15;75;65;447;601
00-3-01-01-3466;3;42;39;167;64;11;67;50;443;601
00-3-01-01-3467;6;46;26;133;68;13;75;54;421;601
00-3-01-01-3468;2;50;24;147;86;20;58;57;444;601
00-3-01-01-3469;3;49;28;133;90;17;62;54;436;601
00-3-01-01-3470;4;42;31;132;94;14;53;76;446;601
00-3-01-01-3471;1;52;26;140;88;14;45;76;442;601
00-3-01-01-3472;6;43;21;186;73;23;66;47;465;601
00-3-01-01-3473;5;48;25;139;82;11;81;57;448;601
00-3-01-01-3474;3;44;22;145;57;15;66;74;426;601
00-3-01-01-3475;2;41;23;137;81;13;60;83;440;601
00-3-01-01-3476;3;40;28;150;69;20;56;62;428;601
00-3-01-01-3477;2;53;28;149;78;18;75;56;459;601
00-3-01-01-3478;1;42;23;147;81;21;63;59;437;601
00-3-01-01-3479;6;50;29;140;65;24;54;61;429;601
00-3-01-01-3480;1;55;32;135;93;14;65;44;439;618
00-3-01-02-3482;1;56;30;155;71;16;55;36;420;585
00-3-01-02-3483;4;56;17;130;85;24;69;46;431;585
00-3-01-02-3484;2;44;17;151;85;20;53;55;427;585
00-3-01-02-3485;2;40;26;122;109;20;55;51;425;585
00-3-01-02-3486;2;59;15;154;75;15;58;60;438;585
00-3-01-02-3487;1;43;19;144;102;18;62;47;436;585
00-3-01-02-3488;4;67;23;143;77;24;49;46;433;585
00-3-01-02-3489;2;75;34;118;68;20;57;53;427;585
00-3-01-02-3490;4;51;13;153;83;17;55;56;432;585
00-3-01-02-3491;3;49;16;147;73;17;72;70;447;585
00-3-01-02-3492;5;51;23;149;78;17;56;70;449;585
00-3-01-02-3493;5;52;22;141;77;30;53;52;432;585
00-3-01-02-3494;2;46;21;139;73;18;59;63;421;585
00-3-01-02-3495;2;43;22;169;72;23;51;52;434;585
00-3-01-02-3496;5;44;18;135;58;26;61;52;399;598
00-3-01-02-3497;4;1;10;10;0;0;2;7;34;62
00-3-01-03-3498;3;36;20;126;45;21;69;72;392;586
00-3-01-03-3499;8;36;37;125;47;33;63;44;393;586
00-3-01-03-3500;4;43;25;110;61;20;55;73;391;586
00-3-01-03-3501;3;41;39;137;65;26;56;47;414;586
00-3-01-03-3502;6;35;34;130;61;18;66;72;422;586
00-3-01-03-3503;2;29;26;125;63;16;64;56;381;586
00-3-01-03-3504;5;36;12;142;70;19;67;42;393;586
00-3-01-03-3505;4;34;24;147;69;22;53;64;417;586
00-3-01-03-3506;6;51;31;117;74;23;51;45;398;586
00-3-01-03-3507;2;39;35;114;45;32;64;55;386;586
00-3-01-03-3508;4;50;21;126;54;36;49;56;396;586
00-3-01-03-3509;1;42;30;132;64;20;62;38;389;586
00-3-01-03-3510;6;43;28;140;51;20;55;56;399;590
00-3-01-03-3511;6;42;37;116;74;21;49;62;407;575
00-3-01-03-3512;8;43;32;129;61;29;55;58;415;575
00-3-01-03-3513;1;56;30;106;51;33;69;65;411;575
00-3-01-03-3515;6;43;32;111;76;25;58;62;413;575
00-3-01-03-3516;5;51;29;100;52;21;60;65;383;575
00-3-01-03-3517;3;47;32;114;68;23;60;53;400;575
00-3-01-03-3518;1;42;23;106;60;27;57;71;387;575
00-3-01-03-3519;7;51;32;111;52;23;50;69;395;575
